game_title,game_platform,game_release_date,metascore,user _score,game_summary
Zanki Zero: Last Beginning,PlayStation 4,2019-04-09,72,6.2,"Play from the POV of one of eight protagonists in each chapter and explore the dungeons, towers, and islands to uncover the deadly sins of the protagonists' pasts. Hunt for materials & food while fending off monsters in real-time battle environments; but don't forget to eat, sleep, & go to the bathroom (seriously, it's bad for your health & fatal for your party). With every life cycle lasting only 13 days, each clone’s stats, abilities, and capabilities differ as they grow from youths to old age."
OddBallers,PlayStation 4,2023-01-26,72,tbd,"Bend your knees and thrust your hips -- it's time for an intense dose of hard-hitting dodgeball action! OddBallers is a hilariously charming and totally bonkers multiplayer party game where each round is a new, absurd type of dodgeball. Gather your best enemies and prepare to shave sheep with lawnmowers, tussle with tractors, slam stinky toilets -- and yes, throw dodgeballs -- to decide who's the greatest OddBallers of them all!"
Death's Gambit,PlayStation 4,2018-08-14,72,7.2,"Death's Gambit is a challenging Action-RPG through which you explore an alien medieval planet filled with beasts, knights, and horrors. As an agent of Death, bound to his service, banish your fears and endure the struggle that lies at the heart of Leydia."
Wattam,PlayStation 4,2019-12-17,72,6.5,"The idea for this game came from when Keita was playing with his two-year old son, and wondered about what if all toys lived, and connected by themselves? It would be such a fun world to explore and play with! The word “Wattam” itself is actually composed of the Tamil and Japanese words for “making a circle” or “making a loop”. The initial prototype for this game was made by Keita and his friend Vikram, who are from these two cultures respectively, and this new word acknowledges one of the game’s core inspirations: making connections between different types of things."
Kitty Powers' Matchmaker,PlayStation 4,2017-02-07,72,6.3,"Kitty Powers’ Matchmaker is a dating simulator with a difference. Manage your own matchmaking agency with the guidance of your fabulous boss, drag queen diva Kitty Powers. Match a parade of desperate clients with candidates from Kitty’s little black book and guide them through awkward conversations and dozens of perilous dating dilemmas. Are you ready to bring romance to the world? Or will you leave a sea of broken hearts in your wake? [Playstation.com]"
Tembo the Badass Elephant,PlayStation 4,2015-07-21,72,6.7,"TEMBO THE BADASS ELEPHANT is a larger than life, 2D side-scrolling action adventure from the creative geniuses behind the Pokémon games"
Metal Gear Solid V: Metal Gear Online,PlayStation 4,2015-10-06,72,7.0,"METAL GEAR ONLINE is an online multiplayer battle mode based on the game system of METAL GEAR SOLID V: THE PHANTOM PAIN.

METAL GEAR ONLINE is built around a dedicated squad-based competitive multiplayer structure, which has been fully redesigned with the familiar gameplay and aesthetic styling of the acclaimed METAL GEAR SOLID series. 

The online element introduces Tactical Team Operations and features a 'class system' that more uniquely defines the strengths and abilities of player characters on the battlefield. Players can select from 3 distinct classes: Scout, Enforcer and Infiltrator."
Mordheim: City of the Damned,PlayStation 4,2016-10-18,72,6.6,"Set in the Warhammer world's decimated Empire city, Mordheim: City of the Damned is a turn-based tactical game where you lead warbands into bloody and lethal skirmishes. The game blends RPG elements, fast-paced tactical combat and intricate unit customization in a time wrought by chaos and rivalry where only the strongest survive."
Mugsters,PlayStation 4,2018-07-17,72,tbd,"Aliens have taken over the planet and enslaved humanity. Only you have the know-how to drive back the dastardly threat, free your fellow Earthlings, and save the world."
The Jackbox Party Pack 6,PlayStation 4,2019-10-17,72,tbd,"It’s the wildest Party Pack yet, with the absurd deathmatch Trivia Murder Party 2, the weird word circus Dictionarium, the hidden identity game Push The Button, the comedy contest Joke Boat and the offbeat personality test Role Models. Use your phones or tablets as controllers and play with up to 10 players, plus an audience of up to 10,000."
Kingdoms of Amalur: Re-Reckoning - Fatesworn,PlayStation 4,2021-12-14,72,tbd,"The journey of the Fateless One continues. After the Crystal War has been fought and Gadlow has been defeated, the people of Amalur were hoping for peace to return to their lands. And although peace has indeed come to Amalur, rumors of a new threat are starting to spread, rising in the far west, the icy lands of Mithros. None other than Telogrus, the God of Chaos himself has awoken and is gathering followers to throw the whole world into chaos. The expansion Fatesworn offers a brand new storyline, a new environment, various new quests and missions, new Chaos Realm dungeons all over Amalur, a new gameplay mechanic, new weapons and armor, new enemies, and much more. It will raise the level cap to 50, and even features a new soundtrack by famous composer Grant Kirkhope. Fatesworn requires the base game Kingdoms of Amalur: Re-Reckoning."
Metal Max Xeno Reborn,PlayStation 4,2022-06-10,72,tbd,"Humanity is on the brink of extinction and the last remaining survivors look to push back against the machines.

Half a century ago of war against the mother computer NOA has reduced even Asia's largest metropolis, TOKIO, to rubble.

Explore this desolate wasteland and battle your way through onslaughts of enemies. Salvage, modify and hit back using tanks, weaponry and faithful battle dog, Pochi, to reclaim a future for the human race!

Set in a devastated world called Dystokio, Metal Max Xeno: Reborn is a nonlinear, open world, JRPG with real-time battle and vehicle combat elements. Take control of Talis and search for other survivors who wish to fight back against the machines of NOA. There are no limits to where you can go, no matter your progression in the game."
Dead Rising Triple Pack,PlayStation 4,2016-09-13,71,6.7,"In celebration of Dead Rising’s 10th Anniversary, Capcom has brought Dead Rising, Dead Rising 2, and Dead Rising 2: Off the Record to a new generation of zombie slayers."
Capcom Beat 'Em Up Bundle,PlayStation 4,2018-09-18,71,5.1,"Relive the glory days of cooperative arcade games with the Capcom Beat ‘Em Up Bundle. This comprehensive collection includes seven classic games, each with various multiplayer options, online capabilities and detailed galleries."
Brigandine: The Legend of Runersia,PlayStation 4,2020-12-10,71,8.1,"Runersia 781.
A new era of war is being ushered in
by five nations and a small tribe, each with
conflicting ideals, beliefs, histories, and faiths.

O visitor to this world,
who will you become, and what will you fight for?
When you finally unify the continent,
memories from the Record of Runersia will revive,
and you will come to know...
Every story that’s played out here on this continent of Runersia."
Assassin's Creed IV: Black Flag - Freedom Cry,PlayStation 4,2013-12-18,71,6.4,"Born a slave, Adewale found freedom aboard the Jackdaw where he became Edward Kenwayâ's second-in-command. 15 years later, Adewale has become an Assassin who finds himself shipwrecked in Saint-Domingue without weapons or crew. He meets locals in an effort to assemble a crew & steal a ship. The more he helps, the more he is drawn into the Maroon slave community. Forced to face his past, he sets out to free the slaves & bring death to their captors. Over 3 hours of new single-player game play!"
Soul Hackers 2,PlayStation 4,2022-08-26,71,5.9,"In the Soul Hackers 2 trailer, 2 characters--Ringo and Figue--awaken in order to prevent the destruction of the world by ""The Great One."" The game features a new storyline and roster of characters, so it's not necessary to have played its predecessor."
World of Final Fantasy Maxima,PlayStation 4,2018-11-06,71,7.1,"POWERED UP AND REBORN! Expanding the horizons of FINAL FANTASY! A tale of many encounters and the birth of a new world. Originally released in October 2016, WORLD OF FINAL FANTASY has just been powered up and reborn as WORLD OF FINAL FANTASY Maxima! New characters from FF lore (Champions) and monsters (Mirages) add even more fun and excitement to this unique adventure. This new and enhanced version of WORLD OF FINAL FANTASY also features the Avatar Change system, which allows the protagonists, Reynn and Lann, to fight as Champions. Fight your way through exhilarating battles as legendary FINAL FANTASY heroes."
